paradigm,regime,shuffled,subject,n,acc,ci_lo,ci_hi,sig_thresh,majority,train_acc
imagined,"A within-subj, random CV",False,31,42,0.9047619047619048,0.7737751284472205,0.9734364303592397,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,32,45,0.5777777777777777,0.42150328448812835,0.7234329717538803,0.6222222222222222,0.5333333333333333,
imagined,"A within-subj, random CV",False,33,42,0.6904761904761905,0.5291393710678833,0.8237789173580449,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,35,45,0.7777777777777778,0.629112447400512,0.887954061122865,0.6222222222222222,0.5111111111111111,
imagined,"A within-subj, random CV",False,36,42,0.5,0.3419475770509645,0.6580524229490354,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,37,43,0.4186046511627907,0.27011412270455787,0.5787304034792482,0.627906976744186,0.5116279069767442,
imagined,"A within-subj, random CV",False,39,42,0.40476190476190477,0.25629092548365795,0.5671791092799632,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,41,44,0.4318181818181818,0.28349372808928663,0.5896627838939661,0.6136363636363636,0.5227272727272727,
imagined,"A within-subj, random CV",False,43,42,0.8333333333333334,0.6863591331193288,0.9302593363443249,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,46,45,0.5111111111111111,0.35774038567003036,0.6629662516072066,0.6222222222222222,0.5111111111111111,
imagined,"A within-subj, random CV",False,49,42,0.6666666666666666,0.5045125357367691,0.8043319519634817,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,50,42,0.5714285714285714,0.40961127076287,0.7227932522003722,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,51,45,0.5777777777777777,0.42150328448812835,0.7234329717538803,0.6222222222222222,0.5333333333333333,
imagined,"A within-subj, random CV",False,52,42,0.7619047619047619,0.605497570978424,0.8794838135078201,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,54,42,0.7619047619047619,0.605497570978424,0.8794838135078201,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,57,45,0.4666666666666667,0.3166008229974236,0.6212799839125356,0.6222222222222222,0.5333333333333333,
imagined,"A within-subj, random CV",False,59,42,0.40476190476190477,0.25629092548365795,0.5671791092799632,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,60,42,0.9047619047619048,0.7737751284472205,0.9734364303592397,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,61,45,0.7111111111111111,0.5568547229147682,0.8363374395543188,0.6222222222222222,0.5111111111111111,
imagined,"A within-subj, random CV",False,63,42,0.6190476190476191,0.4563674954978985,0.7642794531367836,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,66,45,0.6,0.4433135124790022,0.7430241048073687,0.6222222222222222,0.5111111111111111,
imagined,"A within-subj, random CV",False,68,42,0.3333333333333333,0.1956680480365183,0.49548746426323076,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,69,42,0.40476190476190477,0.25629092548365795,0.5671791092799632,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,70,42,0.7857142857142857,0.6318843660680237,0.8970403501027812,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,73,42,0.40476190476190477,0.25629092548365795,0.5671791092799632,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,76,42,0.5238095238095238,0.3641779709213327,0.6799594911397739,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,78,42,0.40476190476190477,0.25629092548365795,0.5671791092799632,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,80,42,0.5238095238095238,0.3641779709213327,0.6799594911397739,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,81,42,0.6428571428571429,0.4802605583854622,0.7844922585742125,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,83,45,0.6,0.4433135124790022,0.7430241048073687,0.6222222222222222,0.5111111111111111,
imagined,"A within-subj, random CV",False,86,45,0.6,0.4433135124790022,0.7430241048073687,0.6222222222222222,0.5111111111111111,
imagined,"A within-subj, random CV",False,87,42,0.5952380952380952,0.43282089072003677,0.7437090745163419,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,90,42,0.6666666666666666,0.5045125357367691,0.8043319519634817,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,94,42,0.8809523809523809,0.7436833223936222,0.9601944710573116,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,96,45,0.5333333333333333,0.37872001608746436,0.6833991770025765,0.6222222222222222,0.5111111111111111,
imagined,"A within-subj, random CV",False,102,42,0.7857142857142857,0.6318843660680237,0.8970403501027812,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,103,45,0.6666666666666666,0.5104963621416386,0.799994311989305,0.6222222222222222,0.5111111111111111,
imagined,"A within-subj, random CV",False,105,42,0.42857142857142855,0.2772067477996278,0.5903887292371299,0.6190476190476191,0.5,
imagined,"A within-subj, random CV",False,106,45,0.4666666666666667,0.3166008229974236,0.6212799839125356,0.6222222222222222,0.5333333333333333,
imagined,"A within-subj, random CV",False,109,42,0.5952380952380952,0.43282089072003677,0.7437090745163419,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,1,45,0.6,0.4433135124790022,0.7430241048073687,0.6222222222222222,0.5111111111111111,
imagined,"B within-subj, leave-run-out",False,2,42,0.9047619047619048,0.7737751284472205,0.9734364303592397,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,4,42,0.6190476190476191,0.4563674954978985,0.7642794531367836,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,5,42,0.5952380952380952,0.43282089072003677,0.7437090745163419,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,6,42,0.5952380952380952,0.43282089072003677,0.7437090745163419,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,7,45,0.9777777777777777,0.8822956685817058,0.9994375402845977,0.6222222222222222,0.5111111111111111,
imagined,"B within-subj, leave-run-out",False,8,42,0.47619047619047616,0.32004050886022595,0.6358220290786671,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,9,42,0.5238095238095238,0.3641779709213327,0.6799594911397739,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,10,42,0.5952380952380952,0.43282089072003677,0.7437090745163419,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,13,42,0.6904761904761905,0.5291393710678833,0.8237789173580449,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,14,42,0.5238095238095238,0.3641779709213327,0.6799594911397739,0.6190476190476191,0.5,
imagined,"B within-subj, leave-run-out",False,19,42,0.5238095238095238,0.3641779709213327,0.6799594911397739,0.6190476190476191,0.5,
