tag,train_acc,secs,n_train_subjects,name,pooled_acc,pooled_lo,pooled_hi,mean_sub_acc,sd_sub_acc,median,q25,q75,min,max,n_subjects,n_trials,frac_sig
EEGNet cross-subject (all train subj),0.5352,1821.3820569515228,93,,0.5070365902694008,0.48718819005544495,0.5268684009268196,0.5068793676251575,0.07317737774812161,0.5055555555555555,0.46904761904761905,0.5476190476190477,0.3333333333333333,0.6904761904761905,58,2487,0.05172413793103448
